GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,VacancyRate
1500000US360290010001,360290010001,"Block Group 1, Census Tract 10, Erie County, New York",656,491,165,0.25152439
1500000US360290010002,360290010002,"Block Group 2, Census Tract 10, Erie County, New York",368,324,44,0.119565217
1500000US360290010003,360290010003,"Block Group 3, Census Tract 10, Erie County, New York",489,451,38,0.077709611
1500000US360290010004,360290010004,"Block Group 4, Census Tract 10, Erie County, New York",298,258,40,0.134228188
1500000US360290010005,360290010005,"Block Group 5, Census Tract 10, Erie County, New York",847,752,95,0.112160567
1500000US360290011001,360290011001,"Block Group 1, Census Tract 11, Erie County, New York",719,665,54,0.075104312
1500000US360290011002,360290011002,"Block Group 2, Census Tract 11, Erie County, New York",277,232,45,0.162454874
1500000US360290011003,360290011003,"Block Group 3, Census Tract 11, Erie County, New York",553,466,87,0.157323689
1500000US360290014021,360290014021,"Block Group 1, Census Tract 14.02, Erie County, New York",509,461,48,0.094302554
1500000US360290014022,360290014022,"Block Group 2, Census Tract 14.02, Erie County, New York",330,185,145,0.439393939
1500000US360290014023,360290014023,"Block Group 3, Census Tract 14.02, Erie County, New York",619,545,74,0.119547658
1500000US360290014024,360290014024,"Block Group 4, Census Tract 14.02, Erie County, New York",459,356,103,0.224400871
1500000US360290015001,360290015001,"Block Group 1, Census Tract 15, Erie County, New York",228,213,15,0.065789474
1500000US360290015002,360290015002,"Block Group 2, Census Tract 15, Erie County, New York",616,539,77,0.125
1500000US360290016001,360290016001,"Block Group 1, Census Tract 16, Erie County, New York",436,282,154,0.353211009
1500000US360290016002,360290016002,"Block Group 2, Census Tract 16, Erie County, New York",555,391,164,0.295495495
1500000US360290016003,360290016003,"Block Group 3, Census Tract 16, Erie County, New York",238,107,131,0.550420168
1500000US360290016004,360290016004,"Block Group 4, Census Tract 16, Erie County, New York",479,302,177,0.369519833
1500000US360290017001,360290017001,"Block Group 1, Census Tract 17, Erie County, New York",675,499,176,0.260740741
1500000US360290017002,360290017002,"Block Group 2, Census Tract 17, Erie County, New York",307,232,75,0.244299674
1500000US360290019001,360290019001,"Block Group 1, Census Tract 19, Erie County, New York",660,577,83,0.125757576
1500000US360290019002,360290019002,"Block Group 2, Census Tract 19, Erie County, New York",620,553,67,0.108064516
1500000US360290019003,360290019003,"Block Group 3, Census Tract 19, Erie County, New York",307,245,62,0.201954397
1500000US360290023001,360290023001,"Block Group 1, Census Tract 23, Erie County, New York",399,308,91,0.228070175
1500000US360290023002,360290023002,"Block Group 2, Census Tract 23, Erie County, New York",386,368,18,0.046632124
1500000US360290023003,360290023003,"Block Group 3, Census Tract 23, Erie County, New York",266,259,7,0.026315789
1500000US360290023004,360290023004,"Block Group 4, Census Tract 23, Erie County, New York",563,470,93,0.165186501
1500000US360290024001,360290024001,"Block Group 1, Census Tract 24, Erie County, New York",376,209,167,0.444148936
1500000US360290024002,360290024002,"Block Group 2, Census Tract 24, Erie County, New York",208,208,0,0
1500000US360290024003,360290024003,"Block Group 3, Census Tract 24, Erie County, New York",604,493,111,0.183774834
1500000US360290024004,360290024004,"Block Group 4, Census Tract 24, Erie County, New York",483,455,28,0.057971014
1500000US360290024005,360290024005,"Block Group 5, Census Tract 24, Erie County, New York",310,269,41,0.132258065
1500000US360290024006,360290024006,"Block Group 6, Census Tract 24, Erie County, New York",344,265,79,0.229651163
1500000US360290025021,360290025021,"Block Group 1, Census Tract 25.02, Erie County, New York",544,484,60,0.110294118
1500000US360290025022,360290025022,"Block Group 2, Census Tract 25.02, Erie County, New York",611,540,71,0.116202946
1500000US360290027021,360290027021,"Block Group 1, Census Tract 27.02, Erie County, New York",302,210,92,0.304635762
1500000US360290027022,360290027022,"Block Group 2, Census Tract 27.02, Erie County, New York",295,163,132,0.447457627
1500000US360290027023,360290027023,"Block Group 3, Census Tract 27.02, Erie County, New York",381,202,179,0.469816273
1500000US360290027024,360290027024,"Block Group 4, Census Tract 27.02, Erie County, New York",398,255,143,0.359296482
1500000US360290028001,360290028001,"Block Group 1, Census Tract 28, Erie County, New York",232,142,90,0.387931034
1500000US360290028002,360290028002,"Block Group 2, Census Tract 28, Erie County, New York",425,234,191,0.449411765
1500000US360290028003,360290028003,"Block Group 3, Census Tract 28, Erie County, New York",237,144,93,0.392405063
1500000US360290028004,360290028004,"Block Group 4, Census Tract 28, Erie County, New York",439,355,84,0.191343964
1500000US360290029001,360290029001,"Block Group 1, Census Tract 29, Erie County, New York",248,147,101,0.407258065
1500000US360290029002,360290029002,"Block Group 2, Census Tract 29, Erie County, New York",326,228,98,0.300613497
1500000US360290029003,360290029003,"Block Group 3, Census Tract 29, Erie County, New York",293,204,89,0.303754266
1500000US360290029004,360290029004,"Block Group 4, Census Tract 29, Erie County, New York",313,228,85,0.271565495
1500000US360290030001,360290030001,"Block Group 1, Census Tract 30, Erie County, New York",360,328,32,0.088888889
1500000US360290030002,360290030002,"Block Group 2, Census Tract 30, Erie County, New York",604,481,123,0.203642384
1500000US360290030003,360290030003,"Block Group 3, Census Tract 30, Erie County, New York",416,273,143,0.34375
1500000US360290031001,360290031001,"Block Group 1, Census Tract 31, Erie County, New York",383,149,234,0.610966057
1500000US360290031002,360290031002,"Block Group 2, Census Tract 31, Erie County, New York",278,171,107,0.384892086
1500000US360290031003,360290031003,"Block Group 3, Census Tract 31, Erie County, New York",458,283,175,0.38209607
1500000US360290031004,360290031004,"Block Group 4, Census Tract 31, Erie County, New York",171,155,16,0.093567251
1500000US360290033011,360290033011,"Block Group 1, Census Tract 33.01, Erie County, New York",338,224,114,0.337278107
1500000US360290033012,360290033012,"Block Group 2, Census Tract 33.01, Erie County, New York",400,343,57,0.1425
1500000US360290033013,360290033013,"Block Group 3, Census Tract 33.01, Erie County, New York",682,520,162,0.237536657
1500000US360290033014,360290033014,"Block Group 4, Census Tract 33.01, Erie County, New York",478,363,115,0.240585774
1500000US360290033021,360290033021,"Block Group 1, Census Tract 33.02, Erie County, New York",455,312,143,0.314285714
1500000US360290033022,360290033022,"Block Group 2, Census Tract 33.02, Erie County, New York",539,444,95,0.176252319
1500000US360290033023,360290033023,"Block Group 3, Census Tract 33.02, Erie County, New York",453,375,78,0.17218543
1500000US360290033024,360290033024,"Block Group 4, Census Tract 33.02, Erie County, New York",424,317,107,0.252358491
1500000US360290034001,360290034001,"Block Group 1, Census Tract 34, Erie County, New York",361,288,73,0.202216066
1500000US360290034002,360290034002,"Block Group 2, Census Tract 34, Erie County, New York",403,310,93,0.230769231
1500000US360290034003,360290034003,"Block Group 3, Census Tract 34, Erie County, New York",454,245,209,0.460352423
1500000US360290034004,360290034004,"Block Group 4, Census Tract 34, Erie County, New York",206,143,63,0.305825243
1500000US360290034005,360290034005,"Block Group 5, Census Tract 34, Erie County, New York",227,164,63,0.27753304
1500000US360290035001,360290035001,"Block Group 1, Census Tract 35, Erie County, New York",160,160,0,0
1500000US360290035002,360290035002,"Block Group 2, Census Tract 35, Erie County, New York",526,348,178,0.338403042
1500000US360290035003,360290035003,"Block Group 3, Census Tract 35, Erie County, New York",721,573,148,0.205270458
1500000US360290035004,360290035004,"Block Group 4, Census Tract 35, Erie County, New York",610,493,117,0.191803279
1500000US360290036001,360290036001,"Block Group 1, Census Tract 36, Erie County, New York",340,322,18,0.052941176
1500000US360290036002,360290036002,"Block Group 2, Census Tract 36, Erie County, New York",390,283,107,0.274358974
1500000US360290036003,360290036003,"Block Group 3, Census Tract 36, Erie County, New York",504,360,144,0.285714286
1500000US360290036004,360290036004,"Block Group 4, Census Tract 36, Erie County, New York",196,156,40,0.204081633
1500000US360290037001,360290037001,"Block Group 1, Census Tract 37, Erie County, New York",505,460,45,0.089108911
1500000US360290037002,360290037002,"Block Group 2, Census Tract 37, Erie County, New York",453,401,52,0.114790287
1500000US360290037003,360290037003,"Block Group 3, Census Tract 37, Erie County, New York",169,126,43,0.25443787
1500000US360290037004,360290037004,"Block Group 4, Census Tract 37, Erie County, New York",550,487,63,0.114545455
1500000US360290037005,360290037005,"Block Group 5, Census Tract 37, Erie County, New York",304,228,76,0.25
1500000US360290038001,360290038001,"Block Group 1, Census Tract 38, Erie County, New York",452,403,49,0.10840708
1500000US360290038002,360290038002,"Block Group 2, Census Tract 38, Erie County, New York",363,313,50,0.137741047
1500000US360290038003,360290038003,"Block Group 3, Census Tract 38, Erie County, New York",488,395,93,0.19057377
1500000US360290039011,360290039011,"Block Group 1, Census Tract 39.01, Erie County, New York",586,507,79,0.134812287
1500000US360290040011,360290040011,"Block Group 1, Census Tract 40.01, Erie County, New York",619,553,66,0.106623586
1500000US360290040012,360290040012,"Block Group 2, Census Tract 40.01, Erie County, New York",382,327,55,0.143979058
1500000US360290040013,360290040013,"Block Group 3, Census Tract 40.01, Erie County, New York",492,426,66,0.134146341
1500000US360290040014,360290040014,"Block Group 4, Census Tract 40.01, Erie County, New York",409,302,107,0.261613692
1500000US360290040015,360290040015,"Block Group 5, Census Tract 40.01, Erie County, New York",372,343,29,0.077956989
1500000US360290041001,360290041001,"Block Group 1, Census Tract 41, Erie County, New York",723,582,141,0.195020747
1500000US360290041002,360290041002,"Block Group 2, Census Tract 41, Erie County, New York",497,469,28,0.056338028
1500000US360290041003,360290041003,"Block Group 3, Census Tract 41, Erie County, New York",405,372,33,0.081481481
1500000US360290041004,360290041004,"Block Group 4, Census Tract 41, Erie County, New York",652,548,104,0.159509202
1500000US360290042001,360290042001,"Block Group 1, Census Tract 42, Erie County, New York",293,234,59,0.201365188
1500000US360290042002,360290042002,"Block Group 2, Census Tract 42, Erie County, New York",388,289,99,0.255154639
1500000US360290042003,360290042003,"Block Group 3, Census Tract 42, Erie County, New York",332,252,80,0.240963855
1500000US360290042004,360290042004,"Block Group 4, Census Tract 42, Erie County, New York",246,230,16,0.06504065
1500000US360290042005,360290042005,"Block Group 5, Census Tract 42, Erie County, New York",404,404,0,0
1500000US360290043001,360290043001,"Block Group 1, Census Tract 43, Erie County, New York",443,347,96,0.216704289
1500000US360290043002,360290043002,"Block Group 2, Census Tract 43, Erie County, New York",401,346,55,0.137157107
1500000US360290043003,360290043003,"Block Group 3, Census Tract 43, Erie County, New York",661,521,140,0.211800303
1500000US360290043004,360290043004,"Block Group 4, Census Tract 43, Erie County, New York",169,169,0,0
1500000US360290043005,360290043005,"Block Group 5, Census Tract 43, Erie County, New York",386,386,0,0
1500000US360290043006,360290043006,"Block Group 6, Census Tract 43, Erie County, New York",454,317,137,0.301762115
1500000US360290043007,360290043007,"Block Group 7, Census Tract 43, Erie County, New York",147,147,0,0
1500000US360290044011,360290044011,"Block Group 1, Census Tract 44.01, Erie County, New York",320,306,14,0.04375
1500000US360290044012,360290044012,"Block Group 2, Census Tract 44.01, Erie County, New York",442,348,94,0.212669683
1500000US360290044013,360290044013,"Block Group 3, Census Tract 44.01, Erie County, New York",712,611,101,0.141853933
1500000US360290044014,360290044014,"Block Group 4, Census Tract 44.01, Erie County, New York",676,573,103,0.152366864
1500000US360290044021,360290044021,"Block Group 1, Census Tract 44.02, Erie County, New York",791,722,69,0.087231353
1500000US360290044022,360290044022,"Block Group 2, Census Tract 44.02, Erie County, New York",494,494,0,0
1500000US360290045001,360290045001,"Block Group 1, Census Tract 45, Erie County, New York",550,498,52,0.094545455
1500000US360290045002,360290045002,"Block Group 2, Census Tract 45, Erie County, New York",506,506,0,0
1500000US360290045003,360290045003,"Block Group 3, Census Tract 45, Erie County, New York",551,507,44,0.079854809
1500000US360290045004,360290045004,"Block Group 4, Census Tract 45, Erie County, New York",307,307,0,0
1500000US360290045005,360290045005,"Block Group 5, Census Tract 45, Erie County, New York",418,418,0,0
1500000US360290045006,360290045006,"Block Group 6, Census Tract 45, Erie County, New York",363,317,46,0.126721763
1500000US360290046011,360290046011,"Block Group 1, Census Tract 46.01, Erie County, New York",249,249,0,0
1500000US360290046012,360290046012,"Block Group 2, Census Tract 46.01, Erie County, New York",319,270,49,0.153605016
1500000US360290046013,360290046013,"Block Group 3, Census Tract 46.01, Erie County, New York",403,386,17,0.042183623
1500000US360290046014,360290046014,"Block Group 4, Census Tract 46.01, Erie County, New York",430,351,79,0.18372093
1500000US360290046021,360290046021,"Block Group 1, Census Tract 46.02, Erie County, New York",4,4,0,0
1500000US360290047001,360290047001,"Block Group 1, Census Tract 47, Erie County, New York",454,415,39,0.085903084
1500000US360290047002,360290047002,"Block Group 2, Census Tract 47, Erie County, New York",434,313,121,0.278801843
1500000US360290047003,360290047003,"Block Group 3, Census Tract 47, Erie County, New York",525,447,78,0.148571429
1500000US360290047004,360290047004,"Block Group 4, Census Tract 47, Erie County, New York",743,686,57,0.076716016
1500000US360290047005,360290047005,"Block Group 5, Census Tract 47, Erie County, New York",810,530,280,0.345679012
1500000US360290048001,360290048001,"Block Group 1, Census Tract 48, Erie County, New York",565,551,14,0.024778761
1500000US360290048002,360290048002,"Block Group 2, Census Tract 48, Erie County, New York",630,595,35,0.055555556
1500000US360290048003,360290048003,"Block Group 3, Census Tract 48, Erie County, New York",683,683,0,0
1500000US360290049001,360290049001,"Block Group 1, Census Tract 49, Erie County, New York",933,814,119,0.127545552
1500000US360290049002,360290049002,"Block Group 2, Census Tract 49, Erie County, New York",776,716,60,0.077319588
1500000US360290049003,360290049003,"Block Group 3, Census Tract 49, Erie County, New York",400,400,0,0
1500000US360290049004,360290049004,"Block Group 4, Census Tract 49, Erie County, New York",352,338,14,0.039772727
1500000US360290049005,360290049005,"Block Group 5, Census Tract 49, Erie County, New York",602,602,0,0
1500000US360290050001,360290050001,"Block Group 1, Census Tract 50, Erie County, New York",524,477,47,0.089694656
1500000US360290050002,360290050002,"Block Group 2, Census Tract 50, Erie County, New York",272,272,0,0
1500000US360290050003,360290050003,"Block Group 3, Census Tract 50, Erie County, New York",452,359,93,0.205752212
1500000US360290051001,360290051001,"Block Group 1, Census Tract 51, Erie County, New York",1075,960,115,0.106976744
1500000US360290051002,360290051002,"Block Group 2, Census Tract 51, Erie County, New York",398,398,0,0
1500000US360290051003,360290051003,"Block Group 3, Census Tract 51, Erie County, New York",607,607,0,0
1500000US360290051004,360290051004,"Block Group 4, Census Tract 51, Erie County, New York",413,395,18,0.043583535
1500000US360290052011,360290052011,"Block Group 1, Census Tract 52.01, Erie County, New York",465,342,123,0.264516129
1500000US360290052012,360290052012,"Block Group 2, Census Tract 52.01, Erie County, New York",263,233,30,0.114068441
1500000US360290052013,360290052013,"Block Group 3, Census Tract 52.01, Erie County, New York",223,147,76,0.340807175
1500000US360290052014,360290052014,"Block Group 4, Census Tract 52.01, Erie County, New York",545,471,74,0.135779817
1500000US360290052021,360290052021,"Block Group 1, Census Tract 52.02, Erie County, New York",452,378,74,0.163716814
1500000US360290052022,360290052022,"Block Group 2, Census Tract 52.02, Erie County, New York",586,498,88,0.150170648
1500000US360290053001,360290053001,"Block Group 1, Census Tract 53, Erie County, New York",264,254,10,0.037878788
1500000US360290053002,360290053002,"Block Group 2, Census Tract 53, Erie County, New York",290,290,0,0
1500000US360290054001,360290054001,"Block Group 1, Census Tract 54, Erie County, New York",797,734,63,0.079046424
1500000US360290054002,360290054002,"Block Group 2, Census Tract 54, Erie County, New York",555,503,52,0.093693694
1500000US360290054003,360290054003,"Block Group 3, Census Tract 54, Erie County, New York",269,269,0,0
1500000US360290054004,360290054004,"Block Group 4, Census Tract 54, Erie County, New York",416,388,28,0.067307692
1500000US360290055001,360290055001,"Block Group 1, Census Tract 55, Erie County, New York",516,400,116,0.224806202
1500000US360290055002,360290055002,"Block Group 2, Census Tract 55, Erie County, New York",649,498,151,0.232665639
1500000US360290055003,360290055003,"Block Group 3, Census Tract 55, Erie County, New York",496,365,131,0.264112903
1500000US360290055004,360290055004,"Block Group 4, Census Tract 55, Erie County, New York",456,343,113,0.247807018
1500000US360290056001,360290056001,"Block Group 1, Census Tract 56, Erie County, New York",290,237,53,0.182758621
1500000US360290056002,360290056002,"Block Group 2, Census Tract 56, Erie County, New York",306,260,46,0.150326797
1500000US360290056003,360290056003,"Block Group 3, Census Tract 56, Erie County, New York",597,561,36,0.060301508
1500000US360290056004,360290056004,"Block Group 4, Census Tract 56, Erie County, New York",486,411,75,0.154320988
1500000US360290056005,360290056005,"Block Group 5, Census Tract 56, Erie County, New York",317,277,40,0.126182965
1500000US360290057001,360290057001,"Block Group 1, Census Tract 57, Erie County, New York",436,333,103,0.236238532
1500000US360290057002,360290057002,"Block Group 2, Census Tract 57, Erie County, New York",330,246,84,0.254545455
1500000US360290057003,360290057003,"Block Group 3, Census Tract 57, Erie County, New York",592,486,106,0.179054054
1500000US360290058011,360290058011,"Block Group 1, Census Tract 58.01, Erie County, New York",640,570,70,0.109375
1500000US360290058012,360290058012,"Block Group 2, Census Tract 58.01, Erie County, New York",465,428,37,0.079569892
1500000US360290058013,360290058013,"Block Group 3, Census Tract 58.01, Erie County, New York",418,418,0,0
1500000US360290058021,360290058021,"Block Group 1, Census Tract 58.02, Erie County, New York",374,352,22,0.058823529
1500000US360290058022,360290058022,"Block Group 2, Census Tract 58.02, Erie County, New York",589,471,118,0.200339559
1500000US360290058023,360290058023,"Block Group 3, Census Tract 58.02, Erie County, New York",356,278,78,0.219101124
1500000US360290058024,360290058024,"Block Group 4, Census Tract 58.02, Erie County, New York",638,562,76,0.119122257
1500000US360290059001,360290059001,"Block Group 1, Census Tract 59, Erie County, New York",332,298,34,0.102409639
1500000US360290059002,360290059002,"Block Group 2, Census Tract 59, Erie County, New York",377,286,91,0.24137931
1500000US360290059003,360290059003,"Block Group 3, Census Tract 59, Erie County, New York",324,241,83,0.25617284
1500000US360290059004,360290059004,"Block Group 4, Census Tract 59, Erie County, New York",328,312,16,0.048780488
1500000US360290059005,360290059005,"Block Group 5, Census Tract 59, Erie County, New York",613,553,60,0.097879282
1500000US360290061001,360290061001,"Block Group 1, Census Tract 61, Erie County, New York",512,447,65,0.126953125
1500000US360290061002,360290061002,"Block Group 2, Census Tract 61, Erie County, New York",347,272,75,0.216138329
1500000US360290061003,360290061003,"Block Group 3, Census Tract 61, Erie County, New York",338,227,111,0.328402367
1500000US360290061004,360290061004,"Block Group 4, Census Tract 61, Erie County, New York",473,383,90,0.190274841
1500000US360290061005,360290061005,"Block Group 5, Census Tract 61, Erie County, New York",428,314,114,0.26635514
1500000US360290062011,360290062011,"Block Group 1, Census Tract 62.01, Erie County, New York",0,0,0,#DIV/0!
1500000US360290063011,360290063011,"Block Group 1, Census Tract 63.01, Erie County, New York",517,517,0,0
1500000US360290063012,360290063012,"Block Group 2, Census Tract 63.01, Erie County, New York",471,440,31,0.06581741
1500000US360290063013,360290063013,"Block Group 3, Census Tract 63.01, Erie County, New York",395,383,12,0.030379747
1500000US360290063014,360290063014,"Block Group 4, Census Tract 63.01, Erie County, New York",671,598,73,0.108792846
1500000US360290063015,360290063015,"Block Group 5, Census Tract 63.01, Erie County, New York",322,264,58,0.180124224
1500000US360290063021,360290063021,"Block Group 1, Census Tract 63.02, Erie County, New York",535,419,116,0.21682243
1500000US360290063022,360290063022,"Block Group 2, Census Tract 63.02, Erie County, New York",475,467,8,0.016842105
1500000US360290063023,360290063023,"Block Group 3, Census Tract 63.02, Erie County, New York",284,267,17,0.059859155
1500000US360290065011,360290065011,"Block Group 1, Census Tract 65.01, Erie County, New York",455,416,39,0.085714286
1500000US360290065012,360290065012,"Block Group 2, Census Tract 65.01, Erie County, New York",443,362,81,0.182844244
1500000US360290065013,360290065013,"Block Group 3, Census Tract 65.01, Erie County, New York",358,282,76,0.212290503
1500000US360290065014,360290065014,"Block Group 4, Census Tract 65.01, Erie County, New York",265,236,29,0.109433962
1500000US360290066011,360290066011,"Block Group 1, Census Tract 66.01, Erie County, New York",250,200,50,0.2
1500000US360290066012,360290066012,"Block Group 2, Census Tract 66.01, Erie County, New York",731,607,124,0.169630643
1500000US360290066013,360290066013,"Block Group 3, Census Tract 66.01, Erie County, New York",375,302,73,0.194666667
1500000US360290066021,360290066021,"Block Group 1, Census Tract 66.02, Erie County, New York",479,399,80,0.167014614
1500000US360290066022,360290066022,"Block Group 2, Census Tract 66.02, Erie County, New York",386,331,55,0.142487047
1500000US360290066023,360290066023,"Block Group 3, Census Tract 66.02, Erie County, New York",624,526,98,0.157051282
1500000US360290067011,360290067011,"Block Group 1, Census Tract 67.01, Erie County, New York",962,819,143,0.148648649
1500000US360290067012,360290067012,"Block Group 2, Census Tract 67.01, Erie County, New York",424,391,33,0.077830189
1500000US360290067013,360290067013,"Block Group 3, Census Tract 67.01, Erie County, New York",839,661,178,0.21215733
1500000US360290067021,360290067021,"Block Group 1, Census Tract 67.02, Erie County, New York",624,624,0,0
1500000US360290067022,360290067022,"Block Group 2, Census Tract 67.02, Erie County, New York",1264,1128,136,0.107594937
1500000US360290067023,360290067023,"Block Group 3, Census Tract 67.02, Erie County, New York",528,447,81,0.153409091
1500000US360290068001,360290068001,"Block Group 1, Census Tract 68, Erie County, New York",512,512,0,0
1500000US360290068002,360290068002,"Block Group 2, Census Tract 68, Erie County, New York",582,356,226,0.388316151
1500000US360290068003,360290068003,"Block Group 3, Census Tract 68, Erie County, New York",543,487,56,0.103130755
1500000US360290068004,360290068004,"Block Group 4, Census Tract 68, Erie County, New York",744,575,169,0.227150538
1500000US360290069011,360290069011,"Block Group 1, Census Tract 69.01, Erie County, New York",347,217,130,0.374639769
1500000US360290069012,360290069012,"Block Group 2, Census Tract 69.01, Erie County, New York",348,336,12,0.034482759
1500000US360290069013,360290069013,"Block Group 3, Census Tract 69.01, Erie County, New York",644,445,199,0.309006211
1500000US360290069014,360290069014,"Block Group 4, Census Tract 69.01, Erie County, New York",326,231,95,0.291411043
1500000US360290069021,360290069021,"Block Group 1, Census Tract 69.02, Erie County, New York",742,684,58,0.078167116
1500000US360290069022,360290069022,"Block Group 2, Census Tract 69.02, Erie County, New York",535,462,73,0.136448598
1500000US360290069023,360290069023,"Block Group 3, Census Tract 69.02, Erie County, New York",389,369,20,0.051413882
1500000US360290069024,360290069024,"Block Group 4, Census Tract 69.02, Erie County, New York",511,409,102,0.199608611
1500000US360290070001,360290070001,"Block Group 1, Census Tract 70, Erie County, New York",540,460,80,0.148148148
1500000US360290070002,360290070002,"Block Group 2, Census Tract 70, Erie County, New York",470,361,109,0.231914894
1500000US360290070003,360290070003,"Block Group 3, Census Tract 70, Erie County, New York",406,318,88,0.216748768
1500000US360290071011,360290071011,"Block Group 1, Census Tract 71.01, Erie County, New York",357,254,103,0.288515406
1500000US360290071012,360290071012,"Block Group 2, Census Tract 71.01, Erie County, New York",559,512,47,0.084078712
1500000US360290071013,360290071013,"Block Group 3, Census Tract 71.01, Erie County, New York",624,597,27,0.043269231
1500000US360290071014,360290071014,"Block Group 4, Census Tract 71.01, Erie County, New York",353,298,55,0.155807365
1500000US360290071021,360290071021,"Block Group 1, Census Tract 71.02, Erie County, New York",667,609,58,0.086956522
1500000US360290071022,360290071022,"Block Group 2, Census Tract 71.02, Erie County, New York",467,406,61,0.130620985
1500000US360290071023,360290071023,"Block Group 3, Census Tract 71.02, Erie County, New York",328,246,82,0.25
1500000US360290072021,360290072021,"Block Group 1, Census Tract 72.02, Erie County, New York",1032,960,72,0.069767442
1500000US360290073021,360290073021,"Block Group 1, Census Tract 73.02, Erie County, New York",543,459,84,0.154696133
1500000US360290073022,360290073022,"Block Group 2, Census Tract 73.02, Erie County, New York",337,337,0,0
1500000US360290073023,360290073023,"Block Group 3, Census Tract 73.02, Erie County, New York",354,354,0,0
1500000US360290073024,360290073024,"Block Group 4, Census Tract 73.02, Erie County, New York",949,949,0,0
1500000US360290073025,360290073025,"Block Group 5, Census Tract 73.02, Erie County, New York",518,473,45,0.086872587
1500000US360290073026,360290073026,"Block Group 6, Census Tract 73.02, Erie County, New York",526,453,73,0.13878327
1500000US360290073031,360290073031,"Block Group 1, Census Tract 73.03, Erie County, New York",406,406,0,0
1500000US360290073032,360290073032,"Block Group 2, Census Tract 73.03, Erie County, New York",1071,942,129,0.120448179
1500000US360290073033,360290073033,"Block Group 3, Census Tract 73.03, Erie County, New York",1000,917,83,0.083
1500000US360290073034,360290073034,"Block Group 4, Census Tract 73.03, Erie County, New York",519,519,0,0
1500000US360290073041,360290073041,"Block Group 1, Census Tract 73.04, Erie County, New York",973,929,44,0.045220966
1500000US360290073042,360290073042,"Block Group 2, Census Tract 73.04, Erie County, New York",1124,1124,0,0
1500000US360290076001,360290076001,"Block Group 1, Census Tract 76, Erie County, New York",368,361,7,0.019021739
1500000US360290076002,360290076002,"Block Group 2, Census Tract 76, Erie County, New York",483,476,7,0.014492754
1500000US360290076003,360290076003,"Block Group 3, Census Tract 76, Erie County, New York",500,453,47,0.094
1500000US360290077001,360290077001,"Block Group 1, Census Tract 77, Erie County, New York",620,581,39,0.062903226
1500000US360290077002,360290077002,"Block Group 2, Census Tract 77, Erie County, New York",574,480,94,0.163763066
1500000US360290077003,360290077003,"Block Group 3, Census Tract 77, Erie County, New York",467,414,53,0.113490364
